Pclass,Survived,Sex,Fare,SibSp,Parch,AgeCategory
2,1,0,0.0761229303346364,1,1,5
1,0,1,0.10149724044618187,1,0,4
2,0,1,0.020494635090094415,0,0,6
2,1,1,0.025374310111545468,0,0,4
2,0,1,0.0,0,0,0
3,0,1,0.015175789316712771,0,0,4
3,0,1,0.015712553569072387,0,0,4
3,1,0,0.019209719063445922,0,0,4
3,0,0,0.09154270340242172,1,6,5
1,1,1,1.0,0,1,5
3,0,0,0.01588334219482317,0,0,0
1,1,1,0.1497654242623688,0,0,4
3,0,1,0.01800600082915438,0,0,4
3,0,1,0.09154270340242172,5,2,3
2,0,1,0.0761229303346364,1,1,6
2,0,1,0.08115719346076702,1,2,4
3,0,1,0.07746484096553544,4,1,3
3,0,1,0.019852079483269742,0,0,4
3,0,1,0.015216388212891242,0,0,4
1,1,0,0.41250332793836464,0,1,3
1,1,1,0.11125659048908397,1,0,4
3,1,0,0.026187654344120927,0,1,2
3,1,1,0.11027245763075773,0,0,0
3,0,1,0.014102260811993537,0,0,4
1,0,1,0.051822148727810165,0,0,6
2,0,1,0.026350245115835676,0,0,5
3,0,1,0.015712553569072387,0,0,5
3,1,0,0.015094396337354966,0,0,0
1,0,1,0.21642978772242535,1,1,5
3,0,1,0.014931805565640218,0,0,5
1,1,0,0.4440992237022602,1,0,4
1,1,1,0.05130978285055781,0,0,5
3,0,0,0.028212719478023115,0,1,4
3,0,1,0.01511079204542704,0,0,4
3,0,1,0.015330377421392339,1,0,4
2,0,1,0.050748620223090936,0,0,5
2,1,0,0.026350245115835676,0,0,5
1,1,1,0.05130978285055781,0,0,5
1,1,0,0.29580589980036276,0,0,4
3,1,1,0.029757819776815374,1,1,0
1,1,0,0.09662576327876685,0,0,4
1,0,1,0.051822148727810165,0,0,0
1,1,1,0.10149724044618187,1,0,5
3,0,1,0.018510168852370702,0,0,4
2,0,1,0.025374310111545468,0,0,5
3,0,1,0.014931805565640218,0,0,4
1,1,0,0.4440992237022602,0,0,5
2,1,0,0.020494635090094415,0,0,4
3,0,1,0.030253985132996517,0,0,0
3,0,1,0.015175789316712771,0,0,4
2,1,0,0.06441171028315387,0,1,2
3,0,1,0.013768881414528002,1,0,3
2,0,1,0.025374310111545468,0,0,4
2,0,1,0.025374310111545468,0,0,5
1,1,1,0.10364429745562033,1,0,4
3,0,1,0.016908073949327893,0,0,4
2,1,0,0.04098927018018883,3,0,4
3,1,0,0.015102594191391002,0,0,0
2,0,1,0.050748620223090936,1,0,4
3,0,0,0.015468569817999833,1,0,4
1,1,0,0.41250332793836464,0,0,4
3,0,1,0.036670757786204655,0,0,2
2,0,1,0.0,0,0,0
2,0,1,0.025374310111545468,0,0,4
2,0,1,0.025374310111545468,0,0,4
3,0,1,0.031425107138144774,0,0,4
3,0,0,0.06709553154495196,1,3,5
1,1,1,1.0,0,0,5
3,0,1,0.015411575213749284,0,0,0
3,0,1,0.015411575213749284,0,0,0
1,1,1,0.05855610025741261,0,0,0
1,0,1,0.15390495017656614,1,0,5
1,1,0,0.5121218935012878,2,2,4
3,0,1,0.031425107138144774,1,0,4
3,1,1,0.015468569817999833,0,0,4
1,0,1,0.13858277060920984,1,1,6
3,0,1,0.03952536767375352,1,1,3
2,1,0,0.025374310111545468,0,0,4
1,0,1,0.10364429745562033,1,0,4
3,0,1,0.015126992566498259,0,0,4
2,1,0,0.04489301019734967,1,1,2
3,1,1,0.024349578357040744,0,1,2
3,0,1,0.018542765081513996,0,0,4
3,0,1,0.015411575213749284,0,0,4
2,1,0,0.12687155055772734,1,2,5
2,1,1,0.028302115124416098,1,1,1
3,0,1,0.015216388212891242,0,0,4
2,0,1,0.022446505098674834,0,0,4
3,0,1,0.015712553569072387,0,0,4
1,1,0,0.16883675574220638,0,0,4
3,0,1,0.028302115124416098,0,0,0
3,0,1,0.013907073811135496,0,0,5
3,1,1,0.014110458666029575,0,0,4
1,1,0,0.23422440102965045,1,2,5
3,0,1,0.015175789316712771,0,0,3
1,1,0,0.15216446768991498,1,0,5
1,0,1,0.07729405233978466,0,0,0
3,0,0,0.015126992566498259,0,0,4
3,0,1,0.04713766070721715,1,0,0
3,0,1,0.016322512946753766,0,0,4
3,0,1,0.018542765081513996,0,0,4
3,0,1,0.015330377421392339,0,0,5
2,0,0,0.020494635090094415,0,0,5
3,0,1,0.014102260811993537,0,0,0
2,1,0,0.04489301019734967,1,3,5
3,0,1,0.015126992566498259,0,0,4
3,0,1,0.015126992566498259,0,0,0
3,1,0,0.024349578357040744,0,0,2
3,0,1,0.015102594191391002,0,0,0
1,1,0,0.41250332793836464,0,1,5
3,1,0,0.014110458666029575,0,0,3
1,1,0,0.11125659048908397,1,0,3
1,0,1,0.05855610025741261,0,0,4
3,0,1,0.04577135170121086,1,2,0
3,0,1,0.013760683560491965,0,0,4
3,0,1,0.014151057562208049,0,0,4
3,1,0,0.014630827210317115,0,0,4
3,0,1,0.056848213999904744,4,1,2
3,1,1,0.04015972542654215,1,2,1
1,0,1,0.15458810467956932,0,0,5
3,0,1,0.015126992566498259,0,0,0
2,0,1,0.050748620223090936,0,0,3
3,0,0,0.13575255909676823,8,2,0
1,0,1,0.05991421140938287,0,0,0
3,0,1,0.015411575213749284,0,0,4
2,0,1,0.025374310111545468,0,0,5
1,1,0,0.050610427826483444,0,0,5
3,1,0,0.016948672845506364,0,0,4
3,0,1,0.014110458666029575,0,0,4
3,0,0,0.04713766070721715,1,1,4
2,0,1,0.025374310111545468,0,0,4
2,1,0,0.05123658772523604,1,1,4
1,1,1,0.23422440102965045,1,2,2
3,1,1,0.016623491302076868,0,1,1
3,1,1,0.013614293309848433,0,0,4
3,0,1,0.015175789316712771,0,0,4
1,0,1,0.0,0,0,5
3,0,0,0.015175789316712771,0,0,4
2,0,1,0.025374310111545468,0,0,5
1,1,0,0.10364429745562033,1,0,4
3,0,1,0.015395374692678068,0,0,4
3,0,1,0.04713766070721715,0,0,5
2,0,1,0.020494635090094415,0,0,5
3,0,0,0.06104473451835265,4,2,2
3,0,1,0.015712553569072387,0,0,4
1,0,1,0.0,0,0,0
3,0,0,0.015468569817999833,0,0,4
2,0,1,0.07222738817151159,1,1,4
3,0,1,0.012589561555343713,0,0,5
3,0,1,0.05445717323939373,3,2,2
1,1,0,0.18249984580226933,1,1,5
3,1,1,0.016908073949327893,0,0,4
1,0,1,0.0,0,0,5
3,1,0,0.024349578357040744,0,1,4
3,0,1,0.07746484096553544,4,1,2
3,0,1,0.013565496559633922,0,0,0
3,0,1,0.11027245763075773,0,0,0
2,1,1,0.07222738817151159,0,2,1
3,1,1,0.015126992566498259,0,0,0
1,1,0,0.15614960068643363,0,0,6
3,1,0,0.028212719478023115,1,0,3
2,1,1,0.03659756266088288,1,1,1
3,0,1,0.014110458666029575,0,0,0
3,0,1,0.015330377421392339,0,0,4
3,0,1,0.016200521071217493,0,0,4
1,1,0,0.16231419173453318,1,1,5
3,0,1,0.016908073949327893,0,0,4
3,0,1,0.015712553569072387,0,0,0
3,1,1,0.11027245763075773,0,0,4
1,1,1,0.057970539254838485,0,0,0
3,0,1,0.015468569817999833,0,0,4
2,0,1,0.020494635090094415,0,0,3
1,1,0,0.060507970265993034,0,0,4
3,0,1,0.012565163180236457,0,0,4
3,0,1,0.016908073949327893,0,0,3
3,0,1,0.014736618564782174,0,0,5
3,0,1,0.13575255909676823,8,2,0
3,0,1,0.015411575213749284,0,0,5
2,0,1,0.06441171028315387,0,1,4
1,1,0,0.17391981561855152,1,0,0
3,0,1,0.06104473451835265,4,2,2
3,0,1,0.015175789316712771,0,0,6
3,0,0,0.029757819776815374,1,1,2
1,1,0,0.07690367833806856,0,1,3
2,0,0,0.050748620223090936,1,0,5
3,1,0,0.01824998458022693,0,1,4
1,1,0,0.32179836714362564,1,1,5
1,1,1,0.051822148727810165,0,0,5
3,1,0,0.03758969818624431,0,3,4
3,0,1,0.014110458666029575,0,0,0
3,0,1,0.027537567642055148,2,0,5
2,0,1,0.022446505098674834,1,0,4
1,1,0,0.050610427826483444,0,0,5
3,0,0,0.13575255909676823,8,2,0
2,0,1,0.025374310111545468,0,0,4
2,1,0,0.025374310111545468,0,0,5
2,1,0,0.027049600139910042,1,0,4
1,0,1,0.09856123757927521,0,0,4
3,0,1,0.018542765081513996,0,0,0
3,1,1,0.021730754366528396,1,1,2
3,0,1,0.015411575213749284,0,0,4
1,1,0,0.10257896680493714,1,1,5
1,0,1,0.009759350042902102,0,0,4
3,0,1,0.017566830077223785,0,0,5
2,1,0,0.04684488020593009,1,0,4
3,1,0,0.014102260811993537,0,0,3
3,0,1,0.019217721730481106,0,0,4
3,0,1,0.015411575213749284,0,0,4
3,0,1,0.015411575213749284,0,0,0
1,1,0,0.16231419173453318,0,1,5
2,1,0,0.050748620223090936,0,1,4
3,0,1,0.015411575213749284,0,0,4
2,0,1,0.020494635090094415,0,0,4
3,0,1,0.013760683560491965,0,0,4
3,0,0,0.056848213999904744,0,5,5
2,0,1,0.025374310111545468,0,0,4
1,1,0,0.05855610025741261,0,0,4
3,0,0,0.04577135170121086,1,2,0
1,1,1,0.05855610025741261,0,0,4
3,0,1,0.015126992566498259,0,0,4
